Facility ID,Measure Name,Score,Compared to National
000245,Readmission rate for heart failure patients,17.42,No Different
000246,Readmission rate for heart attack patients,17.53,No Different
000246,Readmission rate for heart failure patients,12.16,No Different
000246,Readmission rate for COPD patients,15.78,No Different
000247,Readmission rate for COPD patients,18.22,No Different
000247,Readmission rate for hip/knee replacement patients,19,No Different
000247,Readmission rate for stroke patients,21.11,Worse
000248,Readmission rate for heart failure patients,14.55,Better
000248,Readmission rate for heart attack patients,9.17,No Different
000248,Readmission rate for pneumonia patients,10.45,Better
000249,Readmission rate for hip/knee replacement patients,11.76,No Different
000249,Readmission rate for pneumonia patients,15.22,No Different
000249,Readmission rate for stroke patients,16.27,No Different
000249,Readmission rate for heart attack patients,16.4,No Different
000249,Readmission rate for heart failure patients,13.8,No Different
000249,Readmission rate for COPD patients,10.96,No Different
000250,Readmission rate for stroke patients,11.7,No Different
000250,Readmission rate for hip/knee replacement patients,15.57,No Different
000250,Readmission rate for pneumonia patients,13.57,No Different
000250,Readmission rate for heart failure patients,16.06,Better
000250,Readmission rate for heart attack patients,12.98,Better
000250,Readmission rate for COPD patients,13.95,Better
000251,Readmission rate for pneumonia patients,13.81,No Different
000251,Readmission rate for heart failure patients,14.28,No Different
000251,Readmission rate for stroke patients,13.56,No Different
000251,Readmission rate for COPD patients,15.05,No Different
000252,Readmission rate for heart failure patients,13.5,No Different
000252,Readmission rate for COPD patients,16.07,Better
000252,Readmission rate for pneumonia patients,17.81,No Different
000253,Readmission rate for stroke patients,24.33,No Different
000253,Readmission rate for pneumonia patients,20.08,No Different
000253,Readmission rate for COPD patients,23.46,Worse
000253,Readmission rate for heart attack patients,19.77,No Different
000254,Readmission rate for heart failure patients,20.3,No Different
000254,Readmission rate for COPD patients,16.99,Better
000254,Readmission rate for heart attack patients,19.64,Worse
000254,Readmission rate for pneumonia patients,19.67,No Different
000254,Readmission rate for hip/knee replacement patients,21.24,No Different
000255,Readmission rate for pneumonia patients,16.33,No Different
000255,Readmission rate for COPD patients,17.7,No Different
000255,Readmission rate for hip/knee replacement patients,15.98,Worse
000255,Readmission rate for heart attack patients,17.19,No Different
000255,Readmission rate for heart failure patients,15.67,No Different
000255,Readmission rate for stroke patients,18.91,No Different
000256,Readmission rate for heart attack patients,15.46,No Different
000256,Readmission rate for heart failure patients,17.62,No Different
000256,Readmission rate for pneumonia patients,11.05,Better
000256,Readmission rate for COPD patients,14.53,No Different
000257,Readmission rate for heart attack patients,19.12,No Different
000257,Readmission rate for hip/knee replacement patients,18.87,Worse
000257,Readmission rate for heart failure patients,17.91,No Different
000257,Readmission rate for stroke patients,15.57,Better
000257,Readmission rate for COPD patients,18.26,No Different
000258,Readmission rate for heart failure patients,18.63,No Different
000258,Readmission rate for COPD patients,13.73,No Different
000258,Readmission rate for heart attack patients,15.9,Better
000258,Readmission rate for hip/knee replacement patients,14.7,No Different
000259,Readmission rate for heart attack patients,8.51,No Different
000259,Readmission rate for stroke patients,10.8,Worse
000259,Readmission rate for pneumonia patients,12.56,Worse
000259,Readmission rate for hip/knee replacement patients,11.63,No Different
000259,Readmission rate for heart failure patients,8.96,Better
000260,Readmission rate for heart attack patients,20.54,No Different
000260,Readmission rate for COPD patients,17.32,No Different
000260,Readmission rate for stroke patients,13.99,No Different
000260,Readmission rate for heart failure patients,19.78,No Different
000261,Readmission rate for heart failure patients,15.56,No Different
000261,Readmission rate for heart attack patients,12.83,No Different
000261,Readmission rate for hip/knee replacement patients,16.59,Better
000261,Readmission rate for stroke patients,14.34,Better
000261,Readmission rate for COPD patients,15.63,No Different
000262,Readmission rate for COPD patients,22.38,No Different
000262,Readmission rate for pneumonia patients,23.49,No Different
000262,Readmission rate for stroke patients,15.97,No Different
000263,Readmission rate for COPD patients,20.24,Better
000263,Readmission rate for hip/knee replacement patients,18.05,No Different
000263,Readmission rate for stroke patients,20.68,Better
000263,Readmission rate for heart attack patients,18.01,No Different
000263,Readmission rate for heart failure patients,21.35,No Different
000264,Readmission rate for COPD patients,16.05,No Different
000264,Readmission rate for stroke patients,14.19,Better
000264,Readmission rate for pneumonia patients,18.08,Worse
000264,Readmission rate for hip/knee replacement patients,15.07,Better
000264,Readmission rate for heart attack patients,12.18,No Different
000264,Readmission rate for heart failure patients,15.8,No Different
000265,Readmission rate for heart failure patients,14.95,No Different
000265,Readmission rate for heart attack patients,8.23,Better
000265,Readmission rate for pneumonia patients,15.07,No Different
000266,Readmission rate for heart attack patients,17.63,No Different
000266,Readmission rate for pneumonia patients,16.79,No Different
000266,Readmission rate for stroke patients,18.49,No Different
000266,Readmission rate for COPD patients,19.46,No Different
000266,Readmission rate for hip/knee replacement patients,16.36,No Different
000266,Readmission rate for heart failure patients,21.04,No Different
000267,Readmission rate for stroke patients,15.27,Worse
000267,Readmission rate for hip/knee replacement patients,15.09,No Different
000267,Readmission rate for COPD patients,19.91,Better
000267,Readmission rate for heart attack patients,14.6,No Different
000268,Readmission rate for heart failure patients,24.17,No Different
000268,Readmission rate for stroke patients,21.4,No Different
000268,Readmission rate for COPD patients,22.89,No Different
000268,Readmission rate for hip/knee replacement patients,20.81,No Different
000268,Readmission rate for pneumonia patients,20.89,No Different
000269,Readmission rate for stroke patients,15.75,Better
000269,Readmission rate for heart attack patients,17.25,No Different
000269,Readmission rate for heart failure patients,19.27,No Different
000270,Readmission rate for stroke patients,19.55,Better
000270,Readmission rate for COPD patients,15.37,Better
000270,Readmission rate for heart attack patients,15.16,No Different
000271,Readmission rate for heart failure patients,18.19,No Different
000271,Readmission rate for pneumonia patients,18.48,Better
000271,Readmission rate for stroke patients,23.02,No Different
000272,Readmission rate for COPD patients,17.93,No Different
000272,Readmission rate for pneumonia patients,13.25,No Different
000272,Readmission rate for heart attack patients,13.71,No Different
000272,Readmission rate for hip/knee replacement patients,16.79,Better
000272,Readmission rate for heart failure patients,13.97,No Different
000272,Readmission rate for stroke patients,13.51,No Different
000273,Readmission rate for hip/knee replacement patients,13.4,No Different
000273,Readmission rate for heart failure patients,11.96,No Different
000273,Readmission rate for COPD patients,11.51,No Different
000273,Readmission rate for stroke patients,12.1,Better
000274,Readmission rate for heart failure patients,18.58,No Different
000274,Readmission rate for pneumonia patients,13.86,No Different
000274,Readmission rate for COPD patients,16.81,No Different
000274,Readmission rate for stroke patients,15.4,No Different
000274,Readmission rate for hip/knee replacement patients,19.37,Worse
000275,Readmission rate for hip/knee replacement patients,17.21,Worse
000275,Readmission rate for heart attack patients,16.39,Better
000275,Readmission rate for COPD patients,17.54,No Different
000275,Readmission rate for heart failure patients,14.16,Worse
000275,Readmission rate for pneumonia patients,15.18,Better
000275,Readmission rate for stroke patients,16.95,No Different
000276,Readmission rate for stroke patients,13.72,No Different
000276,Readmission rate for pneumonia patients,17.79,Worse
000276,Readmission rate for heart failure patients,14.55,Better
000277,Readmission rate for COPD patients,10.31,No Different
000277,Readmission rate for hip/knee replacement patients,16.17,Better
000277,Readmission rate for heart failure patients,14.77,No Different
000277,Readmission rate for stroke patients,9.94,No Different
000277,Readmission rate for pneumonia patients,12.88,No Different
000277,Readmission rate for heart attack patients,17.04,Worse
000278,Readmission rate for COPD patients,21.56,No Different
000278,Readmission rate for heart attack patients,15.89,Better
000278,Readmission rate for hip/knee replacement patients,20.67,No Different
000278,Readmission rate for pneumonia patients,18.35,No Different
000279,Readmission rate for pneumonia patients,18.67,Worse
000279,Readmission rate for hip/knee replacement patients,15.57,No Different
000279,Readmission rate for COPD patients,18.25,No Different
000279,Readmission rate for heart failure patients,18.1,No Different
000279,Readmission rate for heart attack patients,17.74,No Different
000279,Readmission rate for stroke patients,20.8,Worse
000280,Readmission rate for hip/knee replacement patients,11.05,No Different
000280,Readmission rate for pneumonia patients,11.54,Worse
000280,Readmission rate for COPD patients,8.13,Better
000281,Readmission rate for stroke patients,10.18,No Different
000281,Readmission rate for pneumonia patients,10.88,No Different
000281,Readmission rate for heart failure patients,13.45,No Different
000281,Readmission rate for COPD patients,8.07,No Different
000281,Readmission rate for heart attack patients,11.83,No Different
000282,Readmission rate for COPD patients,19.73,No Different
000282,Readmission rate for heart failure patients,21.22,Better
000282,Readmission rate for stroke patients,15.4,Better
000282,Readmission rate for hip/knee replacement patients,12.93,No Different
000282,Readmission rate for pneumonia patients,19.68,No Different
000283,Readmission rate for hip/knee replacement patients,20.68,No Different
000283,Readmission rate for heart failure patients,23.38,No Different
000283,Readmission rate for COPD patients,23.76,Better
000283,Readmission rate for heart attack patients,26.06,No Different
000283,Readmission rate for pneumonia patients,20.53,Better
000283,Readmission rate for stroke patients,27.62,No Different
000284,Readmission rate for hip/knee replacement patients,22.92,No Different
000284,Readmission rate for heart attack patients,21.23,No Different
000284,Readmission rate for stroke patients,21.44,No Different
000284,Readmission rate for COPD patients,23.3,No Different
000284,Readmission rate for pneumonia patients,23.56,No Different
000285,Readmission rate for heart attack patients,17.21,Better
000285,Readmission rate for heart failure patients,17.4,Worse
000285,Readmission rate for COPD patients,15.73,No Different
000285,Readmission rate for hip/knee replacement patients,14.44,No Different
000286,Readmission rate for hip/knee replacement patients,14.91,No Different
000286,Readmission rate for heart failure patients,12.67,Worse
000286,Readmission rate for COPD patients,14.52,No Different
000286,Readmission rate for pneumonia patients,10.32,No Different
000287,Readmission rate for heart failure patients,14.18,No Different
000287,Readmission rate for stroke patients,16.33,No Different
000287,Readmission rate for heart attack patients,13.15,Worse
000287,Readmission rate for hip/knee replacement patients,15.09,No Different
000287,Readmission rate for pneumonia patients,14.78,No Different
000288,Readmission rate for stroke patients,22.92,Worse
000288,Readmission rate for pneumonia patients,20.41,Better
000288,Readmission rate for heart failure patients,17.04,No Different
000289,Readmission rate for hip/knee replacement patients,9.39,No Different
000289,Readmission rate for heart attack patients,10.69,Worse
000289,Readmission rate for heart failure patients,9.27,No Different
000289,Readmission rate for pneumonia patients,8.73,No Different
000290,Readmission rate for hip/knee replacement patients,14.74,No Different
000290,Readmission rate for stroke patients,9.04,No Different
000290,Readmission rate for pneumonia patients,16.66,No Different
000290,Readmission rate for heart failure patients,14,No Different
000290,Readmission rate for heart attack patients,11.9,Worse
000291,Readmission rate for stroke patients,15.04,No Different
000291,Readmission rate for hip/knee replacement patients,12.82,No Different
000291,Readmission rate for heart attack patients,14.25,No Different
000292,Readmission rate for COPD patients,15.1,No Different
000292,Readmission rate for heart failure patients,13.36,No Different
000292,Readmission rate for heart attack patients,14.76,No Different
000293,Readmission rate for heart attack patients,14.93,Better
000293,Readmission rate for pneumonia patients,13.5,No Different
000293,Readmission rate for heart failure patients,16.18,Worse
000294,Readmission rate for pneumonia patients,21.19,No Different
000294,Readmission rate for stroke patients,21.22,No Different
000294,Readmission rate for hip/knee replacement patients,23.44,No Different
000294,Readmission rate for COPD patients,19.69,No Different
000294,Readmission rate for heart failure patients,23.68,No Different
000295,Readmission rate for stroke patients,15.15,Better
000295,Readmission rate for COPD patients,19.4,No Different
000295,Readmission rate for hip/knee replacement patients,15.84,No Different
000295,Readmission rate for heart failure patients,16.32,No Different
000295,Readmission rate for pneumonia patients,19.01,No Different
000295,Readmission rate for heart attack patients,22.04,No Different
000296,Readmission rate for COPD patients,24.32,No Different
000296,Readmission rate for stroke patients,22.73,No Different
000296,Readmission rate for hip/knee replacement patients,19.71,Worse
000296,Readmission rate for pneumonia patients,20.43,No Different
000296,Readmission rate for heart failure patients,22.74,No Different
000296,Readmission rate for heart attack patients,22.83,No Different
000297,Readmission rate for heart failure patients,18.26,No Different
000297,Readmission rate for heart attack patients,17.96,No Different
000297,Readmission rate for stroke patients,24.26,No Different
000297,Readmission rate for pneumonia patients,19.48,Better
000298,Readmission rate for hip/knee replacement patients,22.22,No Different
000298,Readmission rate for heart failure patients,20.5,No Different
000298,Readmission rate for COPD patients,20.56,Better
000298,Readmission rate for heart attack patients,21.12,No Different
000299,Readmission rate for heart attack patients,14.83,No Different
000299,Readmission rate for heart failure patients,17.09,Worse
000299,Readmission rate for COPD patients,14.31,No Different
000300,Readmission rate for COPD patients,14.03,No Different
000300,Readmission rate for stroke patients,14.73,Better
000300,Readmission rate for hip/knee replacement patients,17.8,Worse
000301,Readmission rate for stroke patients,13.3,Better
000301,Readmission rate for COPD patients,10.63,No Different
000301,Readmission rate for heart failure patients,16.16,No Different
000302,Readmission rate for pneumonia patients,16.45,Worse
000302,Readmission rate for heart attack patients,16.25,No Different
000302,Readmission rate for stroke patients,14.6,No Different
000303,Readmission rate for hip/knee replacement patients,15.26,No Different
000303,Readmission rate for pneumonia patients,12.52,No Different
000303,Readmission rate for heart failure patients,14.66,No Different
000303,Readmission rate for heart attack patients,12.31,Worse
000304,Readmission rate for hip/knee replacement patients,10.32,No Different
000304,Readmission rate for COPD patients,14.28,No Different
000304,Readmission rate for stroke patients,11.09,No Different
000304,Readmission rate for pneumonia patients,10.66,Better
000304,Readmission rate for heart failure patients,9.1,Better
000305,Readmission rate for pneumonia patients,17.42,No Different
000305,Readmission rate for hip/knee replacement patients,20.02,No Different
000305,Readmission rate for stroke patients,15.52,No Different
000305,Readmission rate for COPD patients,22.28,No Different
000306,Readmission rate for pneumonia patients,29.08,No Different
000306,Readmission rate for heart attack patients,24.36,No Different
000306,Readmission rate for hip/knee replacement patients,24.47,Better
000306,Readmission rate for COPD patients,23.74,Better
000306,Readmission rate for heart failure patients,23.6,No Different
000307,Readmission rate for heart attack patients,17.84,No Different
000307,Readmission rate for COPD patients,16.95,No Different
000307,Readmission rate for hip/knee replacement patients,17.74,No Different
000308,Readmission rate for hip/knee replacement patients,9.69,Worse
000308,Readmission rate for stroke patients,16.04,No Different
000308,Readmission rate for pneumonia patients,16.2,No Different
000309,Readmission rate for stroke patients,23.08,No Different
000309,Readmission rate for hip/knee replacement patients,18.75,No Different
000309,Readmission rate for heart attack patients,19.72,No Different
000310,Readmission rate for pneumonia patients,16.74,No Different
000310,Readmission rate for hip/knee replacement patients,22.12,No Different
000310,Readmission rate for COPD patients,19.28,Better
000310,Readmission rate for heart failure patients,17,No Different
000310,Readmission rate for stroke patients,21.95,No Different
000311,Readmission rate for stroke patients,16.14,No Different
000311,Readmission rate for COPD patients,19.86,Worse
000311,Readmission rate for hip/knee replacement patients,15.19,Worse
000312,Readmission rate for hip/knee replacement patients,19.07,Better
000312,Readmission rate for COPD patients,17.37,No Different
000312,Readmission rate for pneumonia patients,20.36,Better
000312,Readmission rate for heart failure patients,20.69,Better
000312,Readmission rate for stroke patients,24.66,No Different
000313,Readmission rate for stroke patients,15.72,No Different
000313,Readmission rate for heart attack patients,15.76,No Different
000313,Readmission rate for hip/knee replacement patients,17.05,No Different
000313,Readmission rate for COPD patients,17.27,No Different
000313,Readmission rate for heart failure patients,16.81,No Different
000313,Readmission rate for pneumonia patients,16.16,No Different
000314,Readmission rate for COPD patients,18.56,Better
000314,Readmission rate for pneumonia patients,16.3,No Different
000314,Readmission rate for heart attack patients,16.3,No Different
000314,Readmission rate for stroke patients,15.75,No Different
000314,Readmission rate for hip/knee replacement patients,15.07,No Different
000315,Readmission rate for pneumonia patients,18.66,Better
000315,Readmission rate for heart failure patients,21.31,No Different
000315,Readmission rate for COPD patients,19.79,Better
000315,Readmission rate for stroke patients,17.11,No Different
000315,Readmission rate for hip/knee replacement patients,21.28,No Different
000315,Readmission rate for heart attack patients,20.49,Worse
000316,Readmission rate for hip/knee replacement patients,21.93,No Different
000316,Readmission rate for pneumonia patients,23.51,Worse
000316,Readmission rate for COPD patients,22.18,No Different
000316,Readmission rate for heart attack patients,24.41,No Different
000316,Readmission rate for stroke patients,24.28,Better
000316,Readmission rate for heart failure patients,23.66,No Different
000317,Readmission rate for heart failure patients,11.49,No Different
000317,Readmission rate for heart attack patients,14.79,No Different
000317,Readmission rate for stroke patients,13.16,Better
000317,Readmission rate for pneumonia patients,13.45,No Different
000317,Readmission rate for COPD patients,11.89,Worse
000318,Readmission rate for heart failure patients,14.23,Better
000318,Readmission rate for COPD patients,14.55,No Different
000318,Readmission rate for stroke patients,19.35,Worse
000318,Readmission rate for hip/knee replacement patients,17.27,No Different
000319,Readmission rate for hip/knee replacement patients,18.87,Worse
000319,Readmission rate for stroke patients,19.89,Better
000319,Readmission rate for COPD patients,17.96,Worse
000319,Readmission rate for heart failure patients,17.25,No Different
000319,Readmission rate for pneumonia patients,19.7,No Different
000320,Readmission rate for heart attack patients,22.02,No Different
000320,Readmission rate for heart failure patients,19.65,Worse
000320,Readmission rate for COPD patients,18.21,Worse
000321,Readmission rate for COPD patients,16.75,No Different
000321,Readmission rate for heart attack patients,13.91,No Different
000321,Readmission rate for heart failure patients,17.28,No Different
000322,Readmission rate for heart attack patients,16.3,No Different
000322,Readmission rate for hip/knee replacement patients,18.03,No Different
000322,Readmission rate for heart failure patients,18.66,Worse
000322,Readmission rate for COPD patients,14.75,No Different
000322,Readmission rate for pneumonia patients,12.56,Worse
000323,Readmission rate for COPD patients,14.71,No Different
000323,Readmission rate for hip/knee replacement patients,13.76,Better
000323,Readmission rate for stroke patients,10.33,Better
000323,Readmission rate for heart attack patients,9.74,Better
000324,Readmission rate for COPD patients,20.77,No Different
000324,Readmission rate for hip/knee replacement patients,17.61,No Different
000324,Readmission rate for stroke patients,20.59,No Different
000325,Readmission rate for stroke patients,13.33,No Different
000325,Readmission rate for heart failure patients,11.66,Better
000325,Readmission rate for hip/knee replacement patients,12.92,No Different
000325,Readmission rate for COPD patients,9.94,No Different
000325,Readmission rate for heart attack patients,11.86,Worse
000325,Readmission rate for pneumonia patients,10.66,No Different
000326,Readmission rate for pneumonia patients,14.44,No Different
000326,Readmission rate for stroke patients,11.46,No Different
000326,Readmission rate for hip/knee replacement patients,11.42,No Different
000327,Readmission rate for heart failure patients,18.57,No Different
000327,Readmission rate for hip/knee replacement patients,18.76,Better
000327,Readmission rate for stroke patients,18.17,Worse
000327,Readmission rate for pneumonia patients,16.07,No Different
000327,Readmission rate for heart attack patients,18.54,No Different
000328,Readmission rate for heart attack patients,14.79,No Different
000328,Readmission rate for COPD patients,11.84,No Different
000328,Readmission rate for stroke patients,11.15,No Different
000328,Readmission rate for pneumonia patients,15.87,Better
000328,Readmission rate for heart failure patients,16.87,Better
000328,Readmission rate for hip/knee replacement patients,15.72,No Different
000329,Readmission rate for hip/knee replacement patients,14.72,No Different
000329,Readmission rate for COPD patients,22.06,No Different
000329,Readmission rate for stroke patients,20.93,Worse
000329,Readmission rate for heart failure patients,19.5,Better
000329,Readmission rate for pneumonia patients,18.75,Worse
000330,Readmission rate for heart attack patients,18.97,Better
000330,Readmission rate for heart failure patients,20.22,Worse
000330,Readmission rate for COPD patients,20.84,Better
000331,Readmission rate for heart failure patients,17.04,No Different
000331,Readmission rate for heart attack patients,10.14,No Different
000331,Readmission rate for stroke patients,16.1,No Different
000331,Readmission rate for COPD patients,16.58,No Different
000331,Readmission rate for hip/knee replacement patients,14.39,Worse
000332,Readmission rate for pneumonia patients,12.1,Worse
000332,Readmission rate for hip/knee replacement patients,16.05,No Different
000332,Readmission rate for heart failure patients,15.33,No Different
000332,Readmission rate for heart attack patients,14.61,No Different
000332,Readmission rate for stroke patients,11.69,No Different
000333,Readmission rate for heart failure patients,17.53,No Different
000333,Readmission rate for pneumonia patients,19.24,No Different
000333,Readmission rate for hip/knee replacement patients,16.55,Better
000333,Readmission rate for heart attack patients,17.91,No Different
000334,Readmission rate for heart attack patients,14.48,No Different
000334,Readmission rate for heart failure patients,11.79,No Different
000334,Readmission rate for stroke patients,16.26,No Different
000334,Readmission rate for hip/knee replacement patients,12.38,Better
000334,Readmission rate for pneumonia patients,11.68,No Different
000335,Readmission rate for hip/knee replacement patients,17.52,No Different
000335,Readmission rate for stroke patients,19.95,Worse
000335,Readmission rate for pneumonia patients,16.88,Better
000335,Readmission rate for heart attack patients,17.23,No Different
000335,Readmission rate for heart failure patients,18.13,No Different
000335,Readmission rate for COPD patients,19.8,No Different
000336,Readmission rate for hip/knee replacement patients,14.23,No Different
000336,Readmission rate for heart attack patients,13.72,No Different
000336,Readmission rate for pneumonia patients,15.86,No Different
000336,Readmission rate for heart failure patients,15.77,No Different
000336,Readmission rate for stroke patients,12.02,Better
000336,Readmission rate for COPD patients,12.56,Better
000337,Readmission rate for COPD patients,14.25,No Different
000337,Readmission rate for heart attack patients,15.38,No Different
000337,Readmission rate for heart failure patients,15.73,No Different
000337,Readmission rate for pneumonia patients,19.78,Better
000337,Readmission rate for stroke patients,13.01,No Different
000338,Readmission rate for stroke patients,14.33,Better
000338,Readmission rate for heart attack patients,14.13,Better
000338,Readmission rate for heart failure patients,17.09,Worse
000339,Readmission rate for pneumonia patients,16.67,No Different
000339,Readmission rate for COPD patients,19.63,No Different
000339,Readmission rate for hip/knee replacement patients,15.72,No Different
000339,Readmission rate for stroke patients,16.18,Better
000339,Readmission rate for heart failure patients,15.48,No Different
000339,Readmission rate for heart attack patients,15.44,No Different
000340,Readmission rate for stroke patients,8.79,No Different
000340,Readmission rate for hip/knee replacement patients,10.59,No Different
000340,Readmission rate for heart attack patients,10.56,Better
000340,Readmission rate for pneumonia patients,11.57,Worse
000340,Readmission rate for COPD patients,8.09,Worse
000340,Readmission rate for heart failure patients,10.13,No Different
000341,Readmission rate for pneumonia patients,15.28,No Different
000341,Readmission rate for heart failure patients,17.63,No Different
000341,Readmission rate for COPD patients,16.45,No Different
000341,Readmission rate for heart attack patients,13.78,No Different
000342,Readmission rate for heart failure patients,16.86,Better
000342,Readmission rate for stroke patients,14.27,Worse
000342,Readmission rate for hip/knee replacement patients,17.59,No Different
000343,Readmission rate for hip/knee replacement patients,13.01,Better
000343,Readmission rate for pneumonia patients,14.05,Worse
000343,Readmission rate for COPD patients,13.05,No Different
000343,Readmission rate for heart attack patients,12.4,No Different
000344,Readmission rate for stroke patients,17.13,No Different
000344,Readmission rate for hip/knee replacement patients,17.89,No Different
000344,Readmission rate for heart failure patients,18.06,No Different
000344,Readmission rate for pneumonia patients,18.56,No Different
000345,Readmission rate for stroke patients,15.63,No Different
000345,Readmission rate for hip/knee replacement patients,12.57,Better
000345,Readmission rate for heart failure patients,12.82,No Different
000345,Readmission rate for COPD patients,13.12,No Different
000345,Readmission rate for pneumonia patients,11.8,Worse
000345,Readmission rate for heart attack patients,10.48,No Different
000346,Readmission rate for stroke patients,14.16,No Different
000346,Readmission rate for heart failure patients,17.22,Worse
000346,Readmission rate for hip/knee replacement patients,18.15,No Different
000346,Readmission rate for COPD patients,18.17,No Different
000346,Readmission rate for heart attack patients,14.81,No Different
000347,Readmission rate for stroke patients,10.06,No Different
000347,Readmission rate for hip/knee replacement patients,8.58,Better
000347,Readmission rate for COPD patients,9.81,No Different
000347,Readmission rate for heart failure patients,10.61,No Different
000347,Readmission rate for pneumonia patients,8,No Different
000348,Readmission rate for heart attack patients,16.91,No Different
000348,Readmission rate for stroke patients,14.69,Worse
000348,Readmission rate for hip/knee replacement patients,18.18,No Different
000348,Readmission rate for COPD patients,16.2,No Different
000348,Readmission rate for pneumonia patients,13.39,No Different
000348,Readmission rate for heart failure patients,14.83,Better
000349,Readmission rate for heart attack patients,12.1,No Different
000349,Readmission rate for COPD patients,15.3,Worse
000349,Readmission rate for heart failure patients,9.12,No Different
000349,Readmission rate for stroke patients,15.76,No Different
000349,Readmission rate for pneumonia patients,14.72,No Different
000350,Readmission rate for hip/knee replacement patients,10.44,No Different
000350,Readmission rate for heart failure patients,12.74,Better
000350,Readmission rate for COPD patients,13.23,Worse
000351,Readmission rate for heart failure patients,8,No Different
000351,Readmission rate for pneumonia patients,8,No Different
000351,Readmission rate for heart attack patients,8,No Different
000352,Readmission rate for hip/knee replacement patients,15.4,No Different
000352,Readmission rate for stroke patients,17.13,No Different
000352,Readmission rate for heart attack patients,17.16,No Different
000352,Readmission rate for heart failure patients,14.66,Worse
000352,Readmission rate for pneumonia patients,14.6,No Different
000353,Readmission rate for heart attack patients,9.21,No Different
000353,Readmission rate for pneumonia patients,13.73,Better
000353,Readmission rate for heart failure patients,15.83,No Different
000354,Readmission rate for heart attack patients,14.79,No Different
000354,Readmission rate for hip/knee replacement patients,17.77,Worse
000354,Readmission rate for stroke patients,19.73,No Different
000354,Readmission rate for pneumonia patients,20.38,No Different
000354,Readmission rate for COPD patients,18.82,Better
000354,Readmission rate for heart failure patients,13.59,Worse
000355,Readmission rate for COPD patients,21.39,Better
000355,Readmission rate for heart attack patients,19.18,No Different
000355,Readmission rate for pneumonia patients,20.05,No Different
000355,Readmission rate for stroke patients,23.66,Better
000355,Readmission rate for hip/knee replacement patients,19,No Different
000355,Readmission rate for heart failure patients,20.22,Better
000356,Readmission rate for hip/knee replacement patients,15.59,Worse
000356,Readmission rate for stroke patients,17.45,Worse
000356,Readmission rate for heart attack patients,14.1,No Different
000356,Readmission rate for pneumonia patients,14.64,Worse
000357,Readmission rate for hip/knee replacement patients,19.91,No Different
000357,Readmission rate for heart failure patients,16.02,No Different
000357,Readmission rate for COPD patients,17.93,Better
000357,Readmission rate for heart attack patients,21.72,No Different
000358,Readmission rate for hip/knee replacement patients,18.72,No Different
000358,Readmission rate for heart failure patients,18.15,No Different
000358,Readmission rate for COPD patients,15.38,No Different
000359,Readmission rate for stroke patients,13.05,Better
000359,Readmission rate for pneumonia patients,15.86,Worse
000359,Readmission rate for heart failure patients,15.5,No Different
000359,Readmission rate for heart attack patients,15.73,Better
000359,Readmission rate for hip/knee replacement patients,11.88,Better
000360,Readmission rate for heart failure patients,19.71,No Different
000360,Readmission rate for heart attack patients,17.89,No Different
000360,Readmission rate for pneumonia patients,18.02,Worse
000360,Readmission rate for hip/knee replacement patients,16.71,No Different
000360,Readmission rate for COPD patients,16.06,Better
000361,Readmission rate for heart attack patients,24.77,Worse
000361,Readmission rate for pneumonia patients,20.59,Worse
000361,Readmission rate for hip/knee replacement patients,24.99,No Different
000361,Readmission rate for stroke patients,25.35,No Different
000361,Readmission rate for COPD patients,20.18,Better
000362,Readmission rate for stroke patients,18.6,No Different
000362,Readmission rate for heart failure patients,20.12,No Different
000362,Readmission rate for COPD patients,14.66,No Different
000362,Readmission rate for hip/knee replacement patients,15.93,No Different
000362,Readmission rate for pneumonia patients,17.82,Better
000363,Readmission rate for stroke patients,21.96,No Different
000363,Readmission rate for pneumonia patients,17.86,No Different
000363,Readmission rate for heart failure patients,14.14,No Different
000363,Readmission rate for heart attack patients,18.29,No Different
000363,Readmission rate for COPD patients,20.35,No Different
000364,Readmission rate for COPD patients,20.21,No Different
000364,Readmission rate for heart failure patients,12.01,No Different
000364,Readmission rate for hip/knee replacement patients,15.78,Worse
000364,Readmission rate for stroke patients,13.05,Better
000364,Readmission rate for heart attack patients,13.59,No Different
000364,Readmission rate for pneumonia patients,13.94,No Different
000365,Readmission rate for pneumonia patients,22.42,No Different
000365,Readmission rate for hip/knee replacement patients,19.76,Better
000365,Readmission rate for heart attack patients,21.18,No Different
000365,Readmission rate for stroke patients,21.63,No Different
000365,Readmission rate for heart failure patients,18.87,No Different
000365,Readmission rate for COPD patients,18.67,Better
000366,Readmission rate for stroke patients,20.46,No Different
000366,Readmission rate for COPD patients,19.17,No Different
000366,Readmission rate for heart attack patients,16.79,No Different
000366,Readmission rate for heart failure patients,15.95,No Different
000366,Readmission rate for hip/knee replacement patients,17.63,Better
000366,Readmission rate for pneumonia patients,17.53,Better
000367,Readmission rate for hip/knee replacement patients,14.29,No Different
000367,Readmission rate for stroke patients,14.64,No Different
000367,Readmission rate for heart attack patients,17.63,No Different
000368,Readmission rate for COPD patients,11.83,No Different
000368,Readmission rate for heart attack patients,8.99,Better
000368,Readmission rate for stroke patients,11.82,No Different
000368,Readmission rate for hip/knee replacement patients,10.62,No Different
000369,Readmission rate for pneumonia patients,14.44,No Different
000369,Readmission rate for heart attack patients,19.47,Worse
000369,Readmission rate for COPD patients,14.55,No Different
